# Species	Genes	Alg.-Conn.	CBS432	DBVPG6044	DBVPG6765	N44	S288c	SK1	Sac_bayanus_var_uvarum_CBS7001.Scannell_2011	Sac_eubayanus_FM1318.Baker_2015	Sac_kudriavzevii_IFO1802T.Scannell_2011	Sac_kudriavzevii_ZP591.Scannell_2011	Sac_mikatae_IFO1815T.Scannell_2011	Sac_arboricolus_H6.Liti_2013	UFRJ50816	UWOPS034614	UWOPS919171	Y12	YPS128	YPS138
18	18	0.889	CBS432_12G02250	DBVPG6044_12G02290	DBVPG6765_12G02280	N44_12G02260	S288c_12G02380	SK1_12G02310	Sbay_10.287	Seub_DI49_3707.t01	Skud_12.256	Port_12.281	Smik_12.251	Sarb_12G02210	UFRJ50816_12G02390	UWOPS034614_12G02320	UWOPS919171_12G02260	Y12_12G02280	YPS128_12G02300	YPS138_12G02290
18	18	0.889	CBS432_12G02260	DBVPG6044_12G02300	DBVPG6765_12G02290	N44_12G02270	S288c_12G02390	SK1_12G02320	Sbay_10.288	Seub_DI49_3708.t01	Skud_12.257	Port_12.282	Smik_12.252	Sarb_12G02220	UFRJ50816_12G02400	UWOPS034614_12G02330	UWOPS919171_12G02270	Y12_12G02290	YPS128_12G02310	YPS138_12G02300
18	18	0.889	CBS432_12G02270	DBVPG6044_12G02310	DBVPG6765_12G02300	N44_12G02280	S288c_12G02400	SK1_12G02330	Sbay_10.289	Seub_DI49_3709.t01	Skud_12.258	Port_12.283	Smik_12.253	Sarb_12G02230	UFRJ50816_12G02410	UWOPS034614_12G02340	UWOPS919171_12G02280	Y12_12G02300	YPS128_12G02320	YPS138_12G02310
18	18	0.889	CBS432_12G02280	DBVPG6044_12G02320	DBVPG6765_12G02310	N44_12G02290	S288c_12G02410	SK1_12G02340	Sbay_10.290	Seub_DI49_3710.t01	Skud_12.259	Port_12.284	Smik_12.254	Sarb_12G02240	UFRJ50816_12G02420	UWOPS034614_12G02350	UWOPS919171_12G02290	Y12_12G02310	YPS128_12G02330	YPS138_12G02320
18	18	0.889	CBS432_12G02290	DBVPG6044_12G02330	DBVPG6765_12G02320	N44_12G02300	S288c_12G02420	SK1_12G02350	Sbay_10.291	Seub_DI49_3711.t01	Skud_12.260	Port_12.285	Smik_12.255	Sarb_12G02250	UFRJ50816_12G02430	UWOPS034614_12G02360	UWOPS919171_12G02300	Y12_12G02320	YPS128_12G02340	YPS138_12G02330
18	18	0.889	CBS432_12G02300	DBVPG6044_12G02340	DBVPG6765_12G02330	N44_12G02310	S288c_12G02430	SK1_12G02360	Sbay_10.292	Seub_DI49_3712.t01	Skud_12.261	Port_12.286	Smik_12.256	Sarb_12G02260	UFRJ50816_12G02440	UWOPS034614_12G02370	UWOPS919171_12G02310	Y12_12G02330	YPS128_12G02350	YPS138_12G02340
18	18	0.889	CBS432_12G02310	DBVPG6044_12G02350	DBVPG6765_12G02340	N44_12G02320	S288c_12G02440	SK1_12G02370	Sbay_10.293	Seub_DI49_3713.t01	Skud_12.262	Port_12.287	Smik_12.257	Sarb_12G02270	UFRJ50816_12G02450	UWOPS034614_12G02380	UWOPS919171_12G02320	Y12_12G02340	YPS128_12G02360	YPS138_12G02350
18	18	0.889	CBS432_12G02320	DBVPG6044_12G02360	DBVPG6765_12G02350	N44_12G02330	S288c_12G02450	SK1_12G02380	Sbay_10.294	Seub_DI49_3714.t01	Skud_12.263	Port_12.288	Smik_12.258	Sarb_12G02280	UFRJ50816_12G02460	UWOPS034614_12G02390	UWOPS919171_12G02330	Y12_12G02350	YPS128_12G02370	YPS138_12G02360
18	18	0.889	CBS432_12G02330	DBVPG6044_12G02370	DBVPG6765_12G02360	N44_12G02340	S288c_12G02460	SK1_12G02390	Sbay_10.295	Seub_DI49_3715.t01	Skud_12.264	Port_12.289	Smik_12.259	Sarb_12G02290	UFRJ50816_12G02470	UWOPS034614_12G02400	UWOPS919171_12G02340	Y12_12G02360	YPS128_12G02380	YPS138_12G02370
18	18	0.889	CBS432_12G00180	DBVPG6044_12G00180	DBVPG6765_12G00190	N44_12G00160	S288c_12G00230	SK1_12G00200	Sbay_10.26	Seub_DI49_3490.t01	Skud_12.25	Port_12.29	Smik_12.14	Sarb_12G00130	UFRJ50816_14G00180	UWOPS034614_12G00200	UWOPS919171_12G00190	Y12_12G00210	YPS128_12G00200	YPS138_12G00210
18	18	0.889	CBS432_12G02340	DBVPG6044_12G02380	DBVPG6765_12G02370	N44_12G02350	S288c_12G02470	SK1_12G02400	Sbay_10.296	Seub_DI49_3716.t01	Skud_12.265	Port_12.290	Smik_12.260	Sarb_12G02300	UFRJ50816_12G02480	UWOPS034614_12G02410	UWOPS919171_12G02350	Y12_12G02370	YPS128_12G02390	YPS138_12G02380
18	18	0.889	CBS432_12G02350	DBVPG6044_12G02390	DBVPG6765_12G02380	N44_12G02360	S288c_12G02480	SK1_12G02410	Sbay_10.297	Seub_DI49_3717.t01	Skud_12.266	Port_12.291	Smik_12.261	Sarb_12G02310	UFRJ50816_12G02490	UWOPS034614_12G02420	UWOPS919171_12G02360	Y12_12G02390	YPS128_12G02410	YPS138_12G02390
18	18	0.889	CBS432_12G02360	DBVPG6044_12G02400	DBVPG6765_12G02390	N44_12G02370	S288c_12G02490	SK1_12G02420	Sbay_10.298	Seub_DI49_3718.t01	Skud_12.267	Port_12.292	Smik_12.262	Sarb_12G02320	UFRJ50816_12G02500	UWOPS034614_12G02430	UWOPS919171_12G02370	Y12_12G02400	YPS128_12G02420	YPS138_12G02400
18	18	0.889	CBS432_12G02370	DBVPG6044_12G02410	DBVPG6765_12G02400	N44_12G02380	S288c_12G02500	SK1_12G02430	Sbay_10.299	Seub_DI49_3719.t01	Skud_12.268	Port_12.293	Smik_12.263	Sarb_12G02330	UFRJ50816_12G02510	UWOPS034614_12G02440	UWOPS919171_12G02380	Y12_12G02410	YPS128_12G02430	YPS138_12G02410
18	18	0.778	CBS432_12G02380	DBVPG6044_12G02420	DBVPG6765_12G02410	N44_12G02390	S288c_12G02510	SK1_12G02440	Sbay_10.300	Seub_DI49_3720.t01	Skud_12.270	Port_12.295	Smik_12.264	Sarb_12G02340	UFRJ50816_12G02520	UWOPS034614_12G02450	UWOPS919171_12G02390	Y12_12G02420	YPS128_12G02440	YPS138_12G02420
18	18	0.889	CBS432_12G02390	DBVPG6044_12G02430	DBVPG6765_12G02420	N44_12G02400	S288c_12G02520	SK1_12G02450	Sbay_10.301	Seub_DI49_3721.t01	Skud_12.271	Port_12.296	Smik_12.265	Sarb_12G02350	UFRJ50816_12G02530	UWOPS034614_12G02460	UWOPS919171_12G02400	Y12_12G02430	YPS128_12G02450	YPS138_12G02430
18	18	0.889	CBS432_12G02400	DBVPG6044_12G02440	DBVPG6765_12G02430	N44_12G02410	S288c_12G02530	SK1_12G02460	Sbay_10.302	Seub_DI49_3722.t01	Skud_12.272	Port_12.297	Smik_12.266	Sarb_12G02360	UFRJ50816_12G02540	UWOPS034614_12G02470	UWOPS919171_12G02410	Y12_12G02440	YPS128_12G02460	YPS138_12G02440
18	18	0.889	CBS432_12G02410	DBVPG6044_12G02450	DBVPG6765_12G02440	N44_12G02420	S288c_12G02540	SK1_12G02470	Sbay_10.303	Seub_DI49_3723.t01	Skud_12.273	Port_12.298	Smik_12.267	Sarb_12G02370	UFRJ50816_12G02550	UWOPS034614_12G02480	UWOPS919171_12G02420	Y12_12G02450	YPS128_12G02470	YPS138_12G02450
18	18	0.889	CBS432_12G02420	DBVPG6044_12G02460	DBVPG6765_12G02450	N44_12G02430	S288c_12G02550	SK1_12G02480	Sbay_10.304	Seub_DI49_3724.t01	Skud_12.274	Port_12.299	Smik_12.268	Sarb_12G02380	UFRJ50816_12G02560	UWOPS034614_12G02490	UWOPS919171_12G02430	Y12_12G02460	YPS128_12G02480	YPS138_12G02460
18	18	0.889	CBS432_12G00190	DBVPG6044_12G00190	DBVPG6765_12G00200	N44_12G00170	S288c_12G00240	SK1_12G00210	Sbay_10.27	Seub_DI49_3491.t01	Skud_12.26	Port_12.30	Smik_12.15	Sarb_12G00140	UFRJ50816_14G00190	UWOPS034614_12G00210	UWOPS919171_12G00200	Y12_12G00220	YPS128_12G00210	YPS138_12G00220
18	18	0.889	CBS432_12G02430	DBVPG6044_12G02470	DBVPG6765_12G02460	N44_12G02440	S288c_12G02560	SK1_12G02490	Sbay_10.305	Seub_DI49_3725.t01	Skud_12.275	Port_12.300	Smik_12.269	Sarb_12G02390	UFRJ50816_12G02570	UWOPS034614_12G02500	UWOPS919171_12G02440	Y12_12G02470	YPS128_12G02490	YPS138_12G02470
18	18	0.889	CBS432_12G02440	DBVPG6044_12G02480	DBVPG6765_12G02470	N44_12G02450	S288c_12G02570	SK1_12G02500	Sbay_10.306	Seub_DI49_3726.t01	Skud_12.276	Port_12.301	Smik_12.270	Sarb_12G02400	UFRJ50816_12G02580	UWOPS034614_12G02510	UWOPS919171_12G02450	Y12_12G02480	YPS128_12G02500	YPS138_12G02480
18	18	0.889	CBS432_12G02450	DBVPG6044_12G02490	DBVPG6765_12G02480	N44_12G02460	S288c_12G02580	SK1_12G02510	Sbay_10.307	Seub_DI49_3727.t01	Skud_12.277	Port_12.302	Smik_12.271	Sarb_12G02410	UFRJ50816_12G02590	UWOPS034614_12G02520	UWOPS919171_12G02460	Y12_12G02490	YPS128_12G02510	YPS138_12G02490
18	18	0.889	CBS432_12G02470	DBVPG6044_12G02510	DBVPG6765_12G02500	N44_12G02480	S288c_12G02600	SK1_12G02530	Sbay_10.310	Seub_DI49_3730.t01	Skud_12.279	Port_12.304	Smik_12.273	Sarb_12G02430	UFRJ50816_12G02610	UWOPS034614_12G02540	UWOPS919171_12G02480	Y12_12G02510	YPS128_12G02530	YPS138_12G02510
18	18	0.889	CBS432_12G02480	DBVPG6044_12G02520	DBVPG6765_12G02510	N44_12G02490	S288c_12G02610	SK1_12G02540	Sbay_10.311	Seub_DI49_3731.t01	Skud_12.280	Port_12.305	Smik_12.274	Sarb_12G02440	UFRJ50816_12G02620	UWOPS034614_12G02550	UWOPS919171_12G02490	Y12_12G02520	YPS128_12G02540	YPS138_12G02520
18	18	0.889	CBS432_12G02500	DBVPG6044_12G02540	DBVPG6765_12G02530	N44_12G02510	S288c_12G02630	SK1_12G02560	Sbay_10.313	Seub_DI49_3732.t01	Skud_12.282	Port_12.307	Smik_12.276	Sarb_12G02460	UFRJ50816_12G02640	UWOPS034614_12G02570	UWOPS919171_12G02510	Y12_12G02540	YPS128_12G02560	YPS138_12G02540
18	18	0.889	CBS432_12G02510	DBVPG6044_12G02550	DBVPG6765_12G02540	N44_12G02520	S288c_12G02640	SK1_12G02570	Sbay_10.314	Seub_DI49_3733.t01	Skud_12.283	Port_12.308	Smik_12.277	Sarb_12G02470	UFRJ50816_12G02650	UWOPS034614_12G02580	UWOPS919171_12G02520	Y12_12G02550	YPS128_12G02570	YPS138_12G02550
18	18	0.889	CBS432_12G02520	DBVPG6044_12G02560	DBVPG6765_12G02550	N44_12G02530	S288c_12G02650	SK1_12G02580	Sbay_10.315	Seub_DI49_3734.t01	Skud_12.284	Port_12.309	Smik_12.278	Sarb_12G02480	UFRJ50816_12G02660	UWOPS034614_12G02590	UWOPS919171_12G02530	Y12_12G02560	YPS128_12G02580	YPS138_12G02560
18	18	0.889	CBS432_12G00200	DBVPG6044_12G00200	DBVPG6765_12G00210	N44_12G00180	S288c_12G00250	SK1_12G00220	Sbay_10.28	Seub_DI49_3492.t01	Skud_12.27	Port_12.31	Smik_12.16	Sarb_12G00150	UFRJ50816_14G00200	UWOPS034614_12G00220	UWOPS919171_12G00210	Y12_12G00230	YPS128_12G00220	YPS138_12G00230
18	18	0.889	CBS432_12G02530	DBVPG6044_12G02570	DBVPG6765_12G02560	N44_12G02540	S288c_12G02660	SK1_12G02590	Sbay_10.316	Seub_DI49_3735.t01	Skud_12.285	Port_12.310	Smik_12.279	Sarb_12G02490	UFRJ50816_12G02670	UWOPS034614_12G02600	UWOPS919171_12G02540	Y12_12G02570	YPS128_12G02590	YPS138_12G02570
18	18	0.889	CBS432_12G02540	DBVPG6044_12G02580	DBVPG6765_12G02570	N44_12G02550	S288c_12G02670	SK1_12G02600	Sbay_10.317	Seub_DI49_3736.t01	Skud_12.287	Port_12.312	Smik_12.281	Sarb_12G02510	UFRJ50816_12G02680	UWOPS034614_12G02610	UWOPS919171_12G02550	Y12_12G02580	YPS128_12G02600	YPS138_12G02580
18	18	0.889	CBS432_12G02550	DBVPG6044_12G02590	DBVPG6765_12G02580	N44_12G02560	S288c_12G02680	SK1_12G02610	Sbay_10.318	Seub_DI49_3737.t01	Skud_12.288	Port_12.314	Smik_12.282	Sarb_12G02520	UFRJ50816_12G02690	UWOPS034614_12G02620	UWOPS919171_12G02560	Y12_12G02590	YPS128_12G02610	YPS138_12G02590
18	18	0.889	CBS432_12G02560	DBVPG6044_12G02600	DBVPG6765_12G02590	N44_12G02570	S288c_12G02690	SK1_12G02620	Sbay_10.319	Seub_DI49_3738.t01	Skud_12.289	Port_12.315	Smik_12.283	Sarb_12G02530	UFRJ50816_12G02700	UWOPS034614_12G02630	UWOPS919171_12G02570	Y12_12G02600	YPS128_12G02620	YPS138_12G02600
18	18	0.889	CBS432_12G02570	DBVPG6044_12G02610	DBVPG6765_12G02600	N44_12G02580	S288c_12G02700	SK1_12G02630	Sbay_10.320	Seub_DI49_3739.t01	Skud_12.290	Port_12.316	Smik_12.284	Sarb_12G02540	UFRJ50816_12G02710	UWOPS034614_12G02640	UWOPS919171_12G02580	Y12_12G02610	YPS128_12G02630	YPS138_12G02610
18	18	0.889	CBS432_12G02580	DBVPG6044_12G02620	DBVPG6765_12G02610	N44_12G02590	S288c_12G02710	SK1_12G02640	Sbay_10.321	Seub_DI49_3740.t01	Skud_12.291	Port_12.317	Smik_12.285	Sarb_12G02550	UFRJ50816_12G02720	UWOPS034614_12G02650	UWOPS919171_12G02590	Y12_12G02620	YPS128_12G02640	YPS138_12G02620
18	18	0.889	CBS432_12G00210	DBVPG6044_12G00210	DBVPG6765_12G00220	N44_12G00190	S288c_12G00260	SK1_12G00230	Sbay_10.29	Seub_DI49_3493.t01	Skud_12.28	Port_12.32	Smik_12.17	Sarb_12G00160	UFRJ50816_14G00210	UWOPS034614_12G00230	UWOPS919171_12G00220	Y12_12G00240	YPS128_12G00230	YPS138_12G00240
18	18	0.889	CBS432_12G02590	DBVPG6044_12G02630	DBVPG6765_12G02620	N44_12G02600	S288c_12G02720	SK1_12G02650	Sbay_10.323	Seub_DI49_3741.t01	Skud_12.296	Port_12.322	Smik_12.289	Sarb_12G02560	UFRJ50816_12G02730	UWOPS034614_12G02660	UWOPS919171_12G02600	Y12_12G02630	YPS128_12G02650	YPS138_12G02630
18	18	0.889	CBS432_12G02600	DBVPG6044_12G02640	DBVPG6765_12G02630	N44_12G02610	S288c_12G02730	SK1_12G02660	Sbay_10.324	Seub_DI49_3742.t01	Skud_12.297	Port_12.323	Smik_12.290	Sarb_12G02570	UFRJ50816_12G02740	UWOPS034614_12G02670	UWOPS919171_12G02610	Y12_12G02640	YPS128_12G02660	YPS138_12G02640
18	18	0.889	CBS432_12G02610	DBVPG6044_12G02650	DBVPG6765_12G02640	N44_12G02620	S288c_12G02740	SK1_12G02670	Sbay_10.327	Seub_DI49_3744.t01	Skud_12.308	Port_12.328	Smik_12.293	Sarb_12G02580	UFRJ50816_12G02750	UWOPS034614_12G02680	UWOPS919171_12G02620	Y12_12G02650	YPS128_12G02670	YPS138_12G02650
18	18	0.889	CBS432_12G02620	DBVPG6044_12G02660	DBVPG6765_12G02650	N44_12G02630	S288c_12G02750	SK1_12G02680	Sbay_10.328	Seub_DI49_3745.t01	Skud_12.309	Port_12.329	Smik_12.294	Sarb_12G02590	UFRJ50816_12G02760	UWOPS034614_12G02690	UWOPS919171_12G02630	Y12_12G02660	YPS128_12G02680	YPS138_12G02660
18	18	0.889	CBS432_12G02630	DBVPG6044_12G02670	DBVPG6765_12G02660	N44_12G02640	S288c_12G02760	SK1_12G02690	Sbay_10.330	Seub_DI49_3746.t01	Skud_12.310	Port_12.330	Smik_12.295	Sarb_12G02600	UFRJ50816_12G02770	UWOPS034614_12G02700	UWOPS919171_12G02640	Y12_12G02670	YPS128_12G02690	YPS138_12G02670
18	18	0.889	CBS432_12G02640	DBVPG6044_12G02690	DBVPG6765_12G02670	N44_12G02650	S288c_12G02770	SK1_12G02710	Sbay_10.332	Seub_DI49_3747.t01	Skud_12.312	Port_12.332	Smik_12.297	Sarb_12G02610	UFRJ50816_12G02780	UWOPS034614_12G02720	UWOPS919171_12G02650	Y12_12G02690	YPS128_12G02700	YPS138_12G02680
18	18	0.889	CBS432_12G02650	DBVPG6044_12G02700	DBVPG6765_12G02680	N44_12G02660	S288c_12G02780	SK1_12G02720	Sbay_10.333	Seub_DI49_3748.t01	Skud_12.313	Port_12.333	Smik_12.298	Sarb_12G02620	UFRJ50816_12G02790	UWOPS034614_12G02730	UWOPS919171_12G02660	Y12_12G02700	YPS128_12G02710	YPS138_12G02690
18	18	0.889	CBS432_12G02660	DBVPG6044_12G02710	DBVPG6765_12G02690	N44_12G02670	S288c_12G02790	SK1_12G02730	Sbay_10.334	Seub_DI49_3749.t01	Skud_12.314	Port_12.334	Smik_12.299	Sarb_12G02630	UFRJ50816_12G02800	UWOPS034614_12G02740	UWOPS919171_12G02670	Y12_12G02710	YPS128_12G02720	YPS138_12G02700
18	18	0.889	CBS432_12G02670	DBVPG6044_12G02720	DBVPG6765_12G02700	N44_12G02680	S288c_12G02800	SK1_12G02740	Sbay_10.335	Seub_DI49_3750.t01	Skud_12.315	Port_12.335	Smik_12.300	Sarb_12G02640	UFRJ50816_12G02810	UWOPS034614_12G02750	UWOPS919171_12G02680	Y12_12G02720	YPS128_12G02730	YPS138_12G02710
18	18	0.889	CBS432_12G02680	DBVPG6044_12G02730	DBVPG6765_12G02710	N44_12G02690	S288c_12G02810	SK1_12G02750	Sbay_10.336	Seub_DI49_3751.t01	Skud_12.316	Port_12.336	Smik_12.301	Sarb_12G02650	UFRJ50816_12G02820	UWOPS034614_12G02760	UWOPS919171_12G02690	Y12_12G02730	YPS128_12G02740	YPS138_12G02720
18	18	0.889	CBS432_12G02690	DBVPG6044_12G02740	DBVPG6765_12G02720	N44_12G02700	S288c_12G02820	SK1_12G02760	Sbay_10.338	Seub_DI49_3752.t01	Skud_12.317	Port_12.337	Smik_12.302	Sarb_12G02660	UFRJ50816_12G02830	UWOPS034614_12G02770	UWOPS919171_12G02700	Y12_12G02740	YPS128_12G02750	YPS138_12G02730
18	18	0.889	CBS432_12G02700	DBVPG6044_12G02750	DBVPG6765_12G02730	N44_12G02710	S288c_12G02830	SK1_12G02770	Sbay_10.339	Seub_DI49_3753.t01	Skud_12.318	Port_12.338	Smik_12.303	Sarb_12G02670	UFRJ50816_12G02840	UWOPS034614_12G02780	UWOPS919171_12G02710	Y12_12G02750	YPS128_12G02760	YPS138_12G02740
18	18	0.889	CBS432_12G02710	DBVPG6044_12G02760	DBVPG6765_12G02740	N44_12G02720	S288c_12G02840	SK1_12G02780	Sbay_10.340	Seub_DI49_3754.t01	Skud_12.319	Port_12.339	Smik_12.304	Sarb_12G02680	UFRJ50816_12G02850	UWOPS034614_12G02790	UWOPS919171_12G02720	Y12_12G02760	YPS128_12G02770	YPS138_12G02750
18	18	0.889	CBS432_12G00230	DBVPG6044_12G00230	DBVPG6765_12G00240	N44_12G00200	S288c_12G00280	SK1_12G00250	Sbay_10.35	Seub_DI49_3494.t01	Skud_12.30	Port_12.34	Smik_12.19	Sarb_12G00170	UFRJ50816_14G00220	UWOPS034614_12G00250	UWOPS919171_12G00230	Y12_12G00250	YPS128_12G00250	YPS138_12G00250
18	18	0.889	CBS432_12G02720	DBVPG6044_12G02770	DBVPG6765_12G02750	N44_12G02730	S288c_12G02850	SK1_12G02790	Sbay_10.341	Seub_DI49_3755.t01	Skud_12.320	Port_12.340	Smik_12.305	Sarb_12G02690	UFRJ50816_12G02860	UWOPS034614_12G02800	UWOPS919171_12G02730	Y12_12G02770	YPS128_12G02780	YPS138_12G02760
18	18	0.889	CBS432_12G02730	DBVPG6044_12G02780	DBVPG6765_12G02760	N44_12G02740	S288c_12G02860	SK1_12G02800	Sbay_10.342	Seub_DI49_3756.t01	Skud_12.321	Port_12.341	Smik_12.306	Sarb_12G02700	UFRJ50816_12G02870	UWOPS034614_12G02810	UWOPS919171_12G02740	Y12_12G02780	YPS128_12G02790	YPS138_12G02770
18	18	0.889	CBS432_12G02740	DBVPG6044_12G02790	DBVPG6765_12G02770	N44_12G02750	S288c_12G02870	SK1_12G02810	Sbay_10.344	Seub_DI49_3758.t01	Skud_12.328	Port_12.346	Smik_12.320	Sarb_12G02710	UFRJ50816_12G02880	UWOPS034614_12G02820	UWOPS919171_12G02750	Y12_12G02790	YPS128_12G02800	YPS138_12G02780
18	18	0.889	CBS432_12G02750	DBVPG6044_12G02800	DBVPG6765_12G02780	N44_12G02760	S288c_12G02880	SK1_12G02820	Sbay_10.345	Seub_DI49_3759.t01	Skud_12.329	Port_12.347	Smik_12.321	Sarb_12G02720	UFRJ50816_12G02890	UWOPS034614_12G02830	UWOPS919171_12G02760	Y12_12G02800	YPS128_12G02810	YPS138_12G02790
18	18	0.889	CBS432_12G02760	DBVPG6044_12G02810	DBVPG6765_12G02790	N44_12G02770	S288c_12G02890	SK1_12G02830	Sbay_10.346	Seub_DI49_3760.t01	Skud_12.330	Port_12.348	Smik_12.322	Sarb_12G02730	UFRJ50816_12G02900	UWOPS034614_12G02840	UWOPS919171_12G02770	Y12_12G02810	YPS128_12G02820	YPS138_12G02800
18	18	0.889	CBS432_12G02770	DBVPG6044_12G02820	DBVPG6765_12G02800	N44_12G02780	S288c_12G02900	SK1_12G02840	Sbay_10.347	Seub_DI49_3761.t01	Skud_12.331	Port_12.349	Smik_12.323	Sarb_12G02740	UFRJ50816_12G02910	UWOPS034614_12G02850	UWOPS919171_12G02780	Y12_12G02820	YPS128_12G02830	YPS138_12G02810
18	18	0.889	CBS432_12G00240	DBVPG6044_12G00240	DBVPG6765_12G00250	N44_12G00210	S288c_12G00290	SK1_12G00260	Sbay_10.36	Seub_DI49_3495.t01	Skud_12.31	Port_12.35	Smik_12.20	Sarb_12G00180	UFRJ50816_14G00230	UWOPS034614_12G00260	UWOPS919171_12G00240	Y12_12G00260	YPS128_12G00260	YPS138_12G00260
18	18	0.889	CBS432_12G02780	DBVPG6044_12G02830	DBVPG6765_12G02810	N44_12G02790	S288c_12G02910	SK1_12G02850	Sbay_10.348	Seub_DI49_3762.t01	Skud_12.332	Port_12.350	Smik_12.324	Sarb_12G02750	UFRJ50816_12G02920	UWOPS034614_12G02860	UWOPS919171_12G02790	Y12_12G02830	YPS128_12G02840	YPS138_12G02820
18	18	0.889	CBS432_12G02790	DBVPG6044_12G02840	DBVPG6765_12G02820	N44_12G02800	S288c_12G02920	SK1_12G02860	Sbay_10.349	Seub_DI49_3763.t01	Skud_12.333	Port_12.351	Smik_12.325	Sarb_12G02760	UFRJ50816_12G02930	UWOPS034614_12G02870	UWOPS919171_12G02800	Y12_12G02840	YPS128_12G02850	YPS138_12G02830
18	18	0.889	CBS432_12G02800	DBVPG6044_12G02850	DBVPG6765_12G02830	N44_12G02810	S288c_12G02930	SK1_12G02870	Sbay_10.350	Seub_DI49_3764.t01	Skud_12.334	Port_12.352	Smik_12.326	Sarb_12G02770	UFRJ50816_12G02940	UWOPS034614_12G02880	UWOPS919171_12G02810	Y12_12G02850	YPS128_12G02860	YPS138_12G02840
18	18	0.889	CBS432_12G02820	DBVPG6044_12G02880	DBVPG6765_12G02850	N44_12G02830	S288c_12G02950	SK1_12G02890	Sbay_10.354	Seub_DI49_3768.t01	Skud_12.337	Port_12.356	Smik_12.332	Sarb_12G02790	UFRJ50816_12G03720	UWOPS034614_12G02900	UWOPS919171_12G02830	Y12_12G02870	YPS128_12G02880	YPS138_12G02860
18	18	0.889	CBS432_12G02830	DBVPG6044_12G02890	DBVPG6765_12G02860	N44_12G02840	S288c_12G02960	SK1_12G02900	Sbay_10.356	Seub_DI49_3769.t01	Skud_12.338	Port_12.358	Smik_12.333	Sarb_12G02800	UFRJ50816_12G03710	UWOPS034614_12G02910	UWOPS919171_12G02840	Y12_12G02880	YPS128_12G02890	YPS138_12G02870
18	18	0.889	CBS432_12G02840	DBVPG6044_12G02900	DBVPG6765_12G02870	N44_12G02850	S288c_12G02970	SK1_12G02910	Sbay_10.357	Seub_DI49_3770.t01	Skud_12.339	Port_12.359	Smik_12.334	Sarb_12G02810	UFRJ50816_12G03700	UWOPS034614_12G02920	UWOPS919171_12G02850	Y12_12G02890	YPS128_12G02900	YPS138_12G02880
18	18	0.889	CBS432_12G00250	DBVPG6044_12G00250	DBVPG6765_12G00260	N44_12G00220	S288c_12G00300	SK1_12G00270	Sbay_10.37	Seub_DI49_3496.t01	Skud_12.32	Port_12.36	Smik_12.21	Sarb_12G00190	UFRJ50816_14G00240	UWOPS034614_12G00270	UWOPS919171_12G00250	Y12_12G00270	YPS128_12G00270	YPS138_12G00270
18	18	0.889	CBS432_12G02850	DBVPG6044_12G02910	DBVPG6765_12G02880	N44_12G02860	S288c_12G02980	SK1_12G02920	Sbay_10.358	Seub_DI49_3771.t01	Skud_12.340	Port_12.360	Smik_12.335	Sarb_12G02820	UFRJ50816_12G03690	UWOPS034614_12G02930	UWOPS919171_12G02860	Y12_12G02900	YPS128_12G02910	YPS138_12G02890
18	18	0.889	CBS432_12G02860	DBVPG6044_12G02920	DBVPG6765_12G02890	N44_12G02870	S288c_12G02990	SK1_12G02930	Sbay_10.359	Seub_DI49_3772.t01	Skud_12.341	Port_12.361	Smik_12.336	Sarb_12G02830	UFRJ50816_12G03680	UWOPS034614_12G02940	UWOPS919171_12G02870	Y12_12G02910	YPS128_12G02920	YPS138_12G02900
18	18	0.889	CBS432_12G02880	DBVPG6044_12G02940	DBVPG6765_12G02910	N44_12G02890	S288c_12G03010	SK1_12G02950	Sbay_10.361	Seub_DI49_3773.t01	Skud_12.343	Port_12.363	Smik_12.338	Sarb_12G02840	UFRJ50816_12G03660	UWOPS034614_12G02960	UWOPS919171_12G02890	Y12_12G02930	YPS128_12G02940	YPS138_12G02920
18	18	0.889	CBS432_12G02890	DBVPG6044_12G02950	DBVPG6765_12G02920	N44_12G02900	S288c_12G03020	SK1_12G02960	Sbay_10.362	Seub_DI49_3774.t01	Skud_12.344	Port_12.364	Smik_12.339	Sarb_12G02850	UFRJ50816_12G03650	UWOPS034614_12G02970	UWOPS919171_12G02900	Y12_12G02940	YPS128_12G02950	YPS138_12G02930
18	18	0.889	CBS432_12G02900	DBVPG6044_12G02960	DBVPG6765_12G02930	N44_12G02910	S288c_12G03030	SK1_12G02970	Sbay_10.363	Seub_DI49_3775.t01	Skud_12.345	Port_12.365	Smik_12.340	Sarb_12G02860	UFRJ50816_12G03640	UWOPS034614_12G02980	UWOPS919171_12G02910	Y12_12G02950	YPS128_12G02960	YPS138_12G02940
18	18	0.889	CBS432_12G02910	DBVPG6044_12G02970	DBVPG6765_12G02940	N44_12G02920	S288c_12G03040	SK1_12G02980	Sbay_10.364	Seub_DI49_3776.t01	Skud_12.346	Port_12.366	Smik_12.341	Sarb_12G02870	UFRJ50816_12G03630	UWOPS034614_12G02990	UWOPS919171_12G02920	Y12_12G02960	YPS128_12G02970	YPS138_12G02950
